"";"F1"
"1023";-0,0936008353120538
"1024";0,00894681680828537
"1025";0,567722960519742
"1026";0,743690209851676
"1027";0,958622051627571
"1028";-1,36021968692078
"1029";-1,2684132643837
"1030";1,14528926923923
"1031";0,410669752885391
"1032";0,237756354266346
"1033";0,372735198316924
"1034";0,583628315407457
"1035";0,659736820457832
"1036";0,206428462934948
"1037";-0,76620172224977
"1038";0,960752213300836
"1039";-1,41882977856173
"1040";-1,28920977531394
"1041";0,599088878320803
"1042";0,918728469251108
"1043";-0,580628603440535
"1044";-0,786964624508712
"1045";-0,97397828475358
"1046";2,05203950420423
"1047";0,41895846938179
"1048";-0,990911647147791
"1049";-0,0808176292531809
"1050";-0,00588690066801849
"1051";-0,0240180077780896
"1052";-0,766101961599356
"1053";-0,223924071229139
"1054";1,44682084881989
"1055";0,44749250535102
"1056";1,13242474291958
"1057";-0,297462140299838
"1058";1,59467786762515
"1059";0,218213227780849
"1060";-1,69982572994413
"1061";2,05203950420423
"1062";-0,214222606959091
"1063";-0,409125422050731
"1064";-1,04149940400437
"1065";-0,237894904161195
"1066";-0,539518048071119
"1067";1,19092286733507
"1068";-0,286460465699328
"1069";1,19996007726955
"1070";0,268403697635165
"1071";0,447193916762436
"1072";0,0711357313785788
"1073";0,565121162721923
"1074";-1,1571983040116
"1075";0,763028109053513
"1076";0,545548459898348
"1077";1,44682084881989
"1078";0,577609165262777
"1079";-0,552038607446557
"1080";1,72193033568128
"1081";-1,15027603877549
"1082";0,412680932977176
"1083";0,0320022013587527
"1084";-0,932556319675205
"1085";-0,150953848744222
"1086";-0,192862224816754
"1087";-1,77682296730948
"1088";-0,120516754828823
"1089";-0,796265940380614
"1090";0,646115714331369
"1091";0,572109653124435
"1092";0,903987473215618
"1093";0,932462767582702
"1094";1,15277569468472
"1095";1,11572267603139
"1096";-0,671697074760114
"1097";-1,10311156622551
"1098";0,640814303888233
"1099";-0,209049804148415
"1100";-0,28370241484432
"1101";0,486964111595902
"1102";0,734492085718898
"1103";0,268200976634819
"1104";-0,031851920981431
"1105";-0,796852834742033
"1106";0,596900686300738
"1107";-0,294669641899563
"1108";0,0966097084067844
"1109";0,66171551890588
"1110";0,415252682748814
"1111";0,688430273889881
"1112";0,192321970918887
"1113";0,0526844604823123
"1114";0,103460472862534
"1115";0,229572709315893
"1116";0,812683858247903
"1117";-0,915524669391008
"1118";-0,0134653684114183
"1119";-1,50082158460718
"1120";-1,54246513216047
"1121";0,323304364662826
"1122";-0,894045814030323
"1123";0,532765300495194
"1124";0,123941002715016
"1125";-0,930823397862878
"1126";0,175279464324869
"1127";-0,942113501226596
"1128";-0,0875903698193105
"1129";0,463810606905408
"1130";-0,396340144343516
"1131";-0,0836511614772579
"1132";0,76396182732683
"1133";-0,968404897584438
"1134";0,889900218026599
"1135";0,438603982939369
"1136";0,186239005959435
"1137";1,15346580292695
"1138";0,812683858247903
"1139";-0,610229150430148
"1140";-0,328379655176935
"1141";-0,637017387491513
"1142";0,952441050345833
"1143";0,571983824352938
"1144";0,393410122245108
"1145";0,57638045789386
"1146";-0,522697235701504
"1147";-0,757707637757408
"1148";-0,482463026614269
"1149";-0,569214696560824
"1150";0,685532677359294
"1151";0,0992404534246021
"1152";0,958622051627571
"1153";-0,462636764328799
"1154";1,72193033568128
"1155";-0,167029663530992
"1156";-0,00429806170646446
"1157";0,454246140541637
"1158";0,430037762556112
"1159";0,509325148170387
"1160";-1,28092361954852
"1161";-0,0873178839386303
"1162";-0,294663452627921
"1163";-0,817506294752343
"1164";-1,87930616907158
"1165";0,532565804486615
"1166";-0,408929953424273
"1167";-0,826478528108321
"1168";0,274748763347813
"1169";0,0119809211692049
"1170";0,881412825005488
"1171";0,267453142716159
"1172";1,72193033568128
"1173";-0,160144150129559
"1174";0,582773003135192
"1175";0,434401348426382
"1176";0,903987473215618
"1177";-0,740150075544313
"1178";-0,298041152157735
"1179";0,285824023520087
"1180";0,236109246328157
"1181";0,629602461991308
"1182";0,184367823213215
"1183";-0,143586204020478
"1184";-0,825997863560743
"1185";-1,31179597863599
"1186";0,0619395097480755
"1187";-0,412593364361989
"1188";-0,689212340272246
